160669;GENECIAS NORONHA;SDD;CE;CFT;http://www.camara.gov.br/internet/deputado/bandep/160669.jpg;masculino
168447;MÁRIO FEITOZA;PMDB;CE;CFT;http://www.camara.gov.br/internet/deputado/bandep/168447.jpg;masculino
74177;MARINHA RAUPP;PMDB;RO;CINDRA;http://www.camara.gov.br/internet/deputado/bandep/74177.jpg;feminino
141484;LÚCIO VALE;PR;PA;CINDRA;http://www.camara.gov.br/internet/deputado/bandep/141484.jpg;masculino
167493;WEVERTON ROCHA;PDT;MA;CINDRA;http://www.camara.gov.br/internet/deputado/bandep/167493.jpg;masculino
160536;MARCO TEBALDI;PSDB;SC;CMADS;http://www.camara.gov.br/internet/deputado/bandep/160536.jpg;masculino
80920;PENNA;PV;SP;CMADS;http://www.camara.gov.br/internet/deputado/bandep/80920.jpg;masculino
81232;IRAJÁ ABREU;PSD;TO;CMADS;http://www.camara.gov.br/internet/deputado/bandep/81232.jpg;masculino
92776;STEFANO AGUIAR;PSB;MG;CMADS;http://www.camara.gov.br/internet/deputado/bandep/92776.jpg;masculino
74395;JOSÉ OTÁVIO GERMANO;PP;RS;CME;http://www.camara.gov.br/internet/deputado/bandep/74395.jpg;masculino
141421;EDUARDO DA FONTE;PP;PE;CME;http://www.camara.gov.br/internet/deputado/bandep/141421.jpg;masculino
141487;LUIZ FERNANDO FARIA;PP;MG;CME;http://www.camara.gov.br/internet/deputado/bandep/141487.jpg;masculino
160576;CÉSAR HALUM;PRB;TO;CME;http://www.camara.gov.br/internet/deputado/bandep/160576.jpg;masculino
74742;LAEL VARELLA;DEM;MG;CSSF;http://www.camara.gov.br/internet/deputado/bandep/74742.jpg;masculino
74111;PEDRO HENRY;PP;MT;CSSF;http://www.camara.gov.br/internet/deputado/bandep/74111.jpg;masculino
74163;MANATO;SDD;ES;CSSF;http://www.camara.gov.br/internet/deputado/bandep/74163.jpg;masculino
160534;LAURIETE;PSC;ES;CSSF;http://www.camara.gov.br/internet/deputado/bandep/160534.jpg;feminino
133439;ANDRÉ FIGUEIREDO;PDT;CE;CTASP;http://www.camara.gov.br/internet/deputado/bandep/133439.jpg;masculino
141386;EUDES XAVIER;PT;CE;CTASP;http://www.camara.gov.br/internet/deputado/bandep/141386.jpg;masculino
141518;PAULO PEREIRA DA SILVA;SDD;SP;CTASP;http://www.camara.gov.br/internet/deputado/bandep/141518.jpg;masculino
141473;ROBERTO SANTIAGO;PSD;SP;CTASP;http://www.camara.gov.br/internet/deputado/bandep/141473.jpg;masculino
4930;SILVIO COSTA;PSC;PE;CTASP;http://www.camara.gov.br/internet/deputado/bandep/4930.jpg;masculino
99654;ERIVELTON SANTANA;PSC;BA;CTASP;http://www.camara.gov.br/internet/deputado/bandep/99654.jpg;masculino
160581;ASSIS MELO;PCdoB;RS;CTASP;http://www.camara.gov.br/internet/deputado/bandep/160581.jpg;masculino
